Hospital,Manufacturer,Division,EDI,Manufacturer Catalog Number,Product Description,List price,Prior price,Contracted price,Cap construct price,Provisional price,Unitof measure,UOM quantity,StartDate,EndDate,Use provisional price
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,101022070,ACTIS COLLARLESS HIGH SZ 7,0,3,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,101022080,ACTIS COLLARLESS HIGH SZ 8,0,3,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,101022090,ACTIS COLLARLESS HIGH SZ 9,0,3,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,101022100,ACTIS COLLARLESS HIGH SZ 10,0,3,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,101022110,ACTIS COLLARLESS HIGH SZ 11,0,3,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,101022120,ACTIS COLLARLESS HIGH SZ 12,0,3,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,101140015,SLF TAPPING ROOF PILE SCRW15MM,0,181.65,181.65,0,0,EA,1,6/5/2022,8/31/2024,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,101140020,101140020,SLF TAPPING ROOF PILE SCRW20MM,0,181.65,181.65,0,0,EA,1,6/5/2022,8/31/2024,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,101140025,101140025,SLF TAPPING ROOF PILE SCRW25MM,0,181.65,181.65,0,0,EA,1,6/5/2022,8/31/2024,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,101140030,101140030,SLF TAPPING ROOF PILE SCRW30MM,0,181.65,181.65,0,0,EA,1,6/5/2022,8/31/2024,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,101140035,101140035,SLF TAPPING ROOF PILE SCRW35MM,0,181.65,181.65,0,0,EA,1,6/5/2022,8/31/2024,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,101140040,101140040,SLF TAPPING ROOF PILE SCRW40MM,0,181.65,181.65,0,0,EA,1,6/5/2022,8/31/2024,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,101140045,SLF TAPPING ROOF PILE SCRW45MM,0,181.65,181.65,0,0,EA,1,6/5/2022,8/31/2024,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,101140050,SLF TAPPING ROOF PILE SCRW50MM,0,181.65,181.65,0,0,EA,1,6/5/2022,8/31/2024,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,101140055,SLF TAPPING ROOF PILE SCRW55MM,0,181.65,181.65,0,0,EA,1,6/5/2022,8/31/2024,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,101140060,SLF TAPPING ROOF PILE SCRW60MM,0,181.65,181.65,0,0,EA,1,6/5/2022,8/31/2024,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,101140065,SLF TAPPING ROOF PILE SCRW65MM,0,181.65,181.65,0,0,EA,1,6/5/2022,8/31/2024,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,101140070,SLF TAPPING ROOF PILE SCRW70MM,0,181.65,181.65,0,0,EA,1,6/5/2022,8/31/2024,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,101204005,101204005,TRI-LOCK BPS SZ 0 STD OFFSET,0,2,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,101204010,TRI-LOCK BPS SZ 1 STD OFFSET,0,2,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,101204020,TRI-LOCK BPS SZ 2 STD OFFSET,0,2,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,101204030,TRI-LOCK BPS SZ 3 STD OFFSET,0,2,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,101204040,TRI-LOCK BPS SZ 4 STD OFFSET,0,2,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,101204050,101204050,TRI-LOCK BPS SZ 5 STD OFFSET,0,2,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,101204060,TRI-LOCK BPS SZ 6 STD OFFSET,0,2,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,101204070,TRI-LOCK BPS SZ 7 STD OFFSET,0,2,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,101204080,101204080,TRI-LOCK BPS SZ 8 STD OFFSET,0,2,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,101204090,101204090,TRI-LOCK BPS SZ 9 STD OFFSET,0,2,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,101204100,101204100,TRI-LOCK BPS SZ 10 STD OFFSET,0,2,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,101204110,101204110,TRI-LOCK BPS SZ 11 STD OFFSET,0,2,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,101204120,101204120,TRI-LOCK BPS SZ 12 STD OFFSET,0,2,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,101214005,101214005,TRI-LOCK BPS SZ 0 HI OFFSET,0,2,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,101214010,101214010,TRI-LOCK BPS SZ 1 HI OFFSET,0,2,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,101214020,101214020,TRI-LOCK BPS SZ 2 HI OFFSET,0,2,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,101214030,101214030,TRI-LOCK BPS SZ 3 HI OFFSET,0,2,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,101214040,101214040,TRI-LOCK BPS SZ 4 HI OFFSET,0,2,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,101214050,101214050,TRI-LOCK BPS SZ 5 HI OFFSET,0,2,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,101214060,101214060,TRI-LOCK BPS SZ 6 HI OFFSET,0,2,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,101214070,101214070,TRI-LOCK BPS SZ 7 HI OFFSET,0,2,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,101214080,101214080,TRI-LOCK BPS SZ 8 HI OFFSET,0,2,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,101214090,101214090,TRI-LOCK BPS SZ 9 HI OFFSET,0,2,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,101214100,101214100,TRI-LOCK BPS SZ 10 HI OFFSET,0,2,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,101214110,101214110,TRI-LOCK BPS SZ 11 HI OFFSET,0,2,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,101214120,101214120,TRI-LOCK BPS SZ 12 HI OFFSET,0,2,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,101401500,101401500,BANTAM FEM HEAD 22.225MM +0,0,405.3,405.3,0,0,EA,1,6/5/2022,8/31/2024,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,101402500,101402500,BANTAM FEM HEAD 22.225MM+5,0,405.3,405.3,0,0,EA,1,6/5/2022,8/31/2024,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,101467000,101467000,TOTAL HIP BALL 32MM +0,0,729.4,729.4,0,0,EA,1,6/5/2022,8/31/2024,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,101468000,101468000,TOTAL HIP BALL 32MM +5,0,729.4,729.4,0,0,EA,1,6/5/2022,8/31/2024,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,101470000,101470000,TOTAL HIP BALL 32MM +11,0,729.4,729.4,0,0,EA,1,6/5/2022,8/31/2024,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,101471000,101471000,TOTAL HIP BALL 32MM +15,0,729.4,729.4,0,0,EA,1,6/5/2022,8/31/2024,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,101472000,101472000,TOTAL HIP BALL 32MM +18,0,729.4,729.4,0,0,EA,1,6/5/2022,8/31/2024,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,101480789,101480789,BANTAM FEM HEAD 28MM+0,0,405.3,405.3,0,0,EA,1,6/5/2022,8/31/2024,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,101480790,101480790,BANTAM FEM HEAD 28MM +5,0,405.3,405.3,0,0,EA,1,6/5/2022,8/31/2024,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,101811000,101811000,TOTAL HIP BALL 28MM +0,0,751.8,751.8,0,0,EA,1,6/5/2022,8/31/2024,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,101812000,101812000,TOTAL HIP BALL 28MM +3,0,751.8,751.8,0,0,EA,1,6/5/2022,8/31/2024,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,101813000,TOTAL HIP BALL 28MM +5,0,751.8,751.8,0,0,EA,1,6/5/2022,8/31/2024,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,101814000,101814000,TOTAL HIP BALL 28MM +8,0,751.8,751.8,0,0,EA,1,6/5/2022,8/31/2024,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,101836500,101836500,14/16 LG TAPER M HEAD 36MM+0,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,101836503,101836503,14/16 LG TAPER M HEAD 36MM+3,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,101836505,101836505,14/16 LG TAPER M HEAD 36MM+5,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,101836508,101836508,14/16 LG TAPER M HEAD 36MM+8,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,101836511,101836511,14/16 LG TAPER M HEAD 36MM+11,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,101871000,101871000,TOTAL HIP BALL 28MM +11,0,751.8,751.8,0,0,EA,1,6/5/2022,8/31/2024,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,101875000,101875000,TOTAL HIP BALL 28MM +15,0,751.8,751.8,0,0,EA,1,6/5/2022,8/31/2024,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,102407100,102407100,SIGMA HP UNI FEMORAL SZ1 LM/RL,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,102407200,102407200,SIGMA HP UNI FEMORAL SZ2 LM/RL,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,102407300,102407300,SIGMA HP UNI FEMORAL SZ3 LM/RL,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,102407400,102407400,SIGMA HP UNI FEMORAL SZ4 LM/RL,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,102407500,102407500,SIGMA HP UNI FEMORAL SZ5 LM/RL,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,102407600,102407600,SIGMA HP UNI FEMORAL SZ6 LM/RL,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,102408100,102408100,SIGMA HP UNI FEMORAL SZ1 RM/LL,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,102408200,102408200,SIGMA HP UNI FEMORAL SZ2 RM/LL,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,102408300,102408300,SIGMA HP UNI FEMORAL SZ3 RM/LL,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,102408400,102408400,SIGMA HP UNI FEMORAL SZ4 RM/LL,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,102408500,102408500,SIGMA HP UNI FEMORAL SZ5 RM/LL,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,102408600,102408600,SIGMA HP UNI FEMORAL SZ6 RM/LL,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,102411108,102411108,SIGMA HP UNI A/P SZ1 8MM LMRL,0,900,900,0,0,EA,1,6/5/2022,8/31/2024,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,102411109,102411109,SIGMA HP UNI A/P SZ1 9MM LMRL,0,900,900,0,0,EA,1,6/5/2022,8/31/2024,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,102411110,102411110,SIGMA HP UNI A/P SZ1 10MM LMRL,0,900,900,0,0,EA,1,6/5/2022,8/31/2024,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,102411111,102411111,SIGMA HP UNI A/P SZ1 11MM LMRL,0,900,900,0,0,EA,1,6/5/2022,8/31/2024,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,102411208,102411208,SIGMA HP UNI A/P SZ2 8MM LMRL,0,900,900,0,0,EA,1,6/5/2022,8/31/2024,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,102411209,102411209,SIGMA HP UNI A/P SZ2 9MM LMRL,0,900,900,0,0,EA,1,6/5/2022,8/31/2024,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,102411210,102411210,SIGMA HP UNI A/P SZ2 10MM LMRL,0,900,900,0,0,EA,1,6/5/2022,8/31/2024,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,102411211,102411211,SIGMA HP UNI A/P SZ2 11MM LMRL,0,900,900,0,0,EA,1,6/5/2022,8/31/2024,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,102411308,102411308,SIGMA HP UNI A/P SZ3 8MM LMRL,0,900,900,0,0,EA,1,6/5/2022,8/31/2024,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,102411309,102411309,SIGMA HP UNI A/P SZ3 9MM LMRL,0,900,900,0,0,EA,1,6/5/2022,8/31/2024,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,102411310,102411310,SIGMA HP UNI A/P SZ3 10MM LMRL,0,900,900,0,0,EA,1,6/5/2022,8/31/2024,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,102411311,102411311,SIGMA HP UNI A/P SZ3 11MM LMRL,0,900,900,0,0,EA,1,6/5/2022,8/31/2024,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,102411408,102411408,SIGMA HP UNI A/P SZ4 8MM LMRL,0,900,900,0,0,EA,1,6/5/2022,8/31/2024,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,102411409,102411409,SIGMA HP UNI A/P SZ4 9MM LMRL,0,900,900,0,0,EA,1,6/5/2022,8/31/2024,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,102411410,102411410,SIGMA HP UNI A/P SZ4 10MM LMRL,0,900,900,0,0,EA,1,6/5/2022,8/31/2024,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,102411411,102411411,SIGMA HP UNI A/P SZ4 11MM LMRL,0,900,900,0,0,EA,1,6/5/2022,8/31/2024,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,102411508,102411508,SIGMA HP UNI A/P SZ5 8MM LMRL,0,900,900,0,0,EA,1,6/5/2022,8/31/2024,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,102411509,102411509,SIGMA HP UNI A/P SZ5 9MM LMRL,0,900,900,0,0,EA,1,6/5/2022,8/31/2024,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,102411510,102411510,SIGMA HP UNI A/P SZ5 10MM LMRL,0,900,900,0,0,EA,1,6/5/2022,8/31/2024,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,102411511,102411511,SIGMA HP UNI A/P SZ5 11MM LMRL,0,900,900,0,0,EA,1,6/5/2022,8/31/2024,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,102411608,102411608,SIGMA HP UNI A/P SZ6 8MM LMRL,0,900,900,0,0,EA,1,6/5/2022,8/31/2024,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,102411609,102411609,SIGMA HP UNI A/P SZ6 9MM LMRL,0,900,900,0,0,EA,1,6/5/2022,8/31/2024,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,102411610,102411610,SIGMA HP UNI A/P SZ6 10MM LMRL,0,900,900,0,0,EA,1,6/5/2022,8/31/2024,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,102411611,102411611,SIGMA HP UNI A/P SZ6 11MM LMRL,0,900,900,0,0,EA,1,6/5/2022,8/31/2024,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,102412108,102412108,SIGMA HP UNI A/P SZ1 8MM RMLL,0,900,900,0,0,EA,1,6/5/2022,8/31/2024,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,102412109,102412109,SIGMA HP UNI A/P SZ1 9MM RMLL,0,900,900,0,0,EA,1,6/5/2022,8/31/2024,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,102412110,102412110,SIGMA HP UNI A/P SZ1 10MM RMLL,0,900,900,0,0,EA,1,6/5/2022,8/31/2024,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,102412111,102412111,SIGMA HP UNI A/P SZ1 11MM RMLL,0,900,900,0,0,EA,1,6/5/2022,8/31/2024,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,102412208,102412208,SIGMA HP UNI A/P SZ2 8MM RMLL,0,900,900,0,0,EA,1,6/5/2022,8/31/2024,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,102412209,102412209,SIGMA HP UNI A/P SZ2 9MM RMLL,0,900,900,0,0,EA,1,6/5/2022,8/31/2024,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,102412210,102412210,SIGMA HP UNI A/P SZ2 10MM RMLL,0,900,900,0,0,EA,1,6/5/2022,8/31/2024,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,102412211,102412211,SIGMA HP UNI A/P SZ2 11MM RMLL,0,900,900,0,0,EA,1,6/5/2022,8/31/2024,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,102412308,102412308,SIGMA HP UNI A/P SZ3 8MM RMLL,0,900,900,0,0,EA,1,6/5/2022,8/31/2024,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,102412309,102412309,SIGMA HP UNI A/P SZ3 9MM RMLL,0,900,900,0,0,EA,1,6/5/2022,8/31/2024,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,102412310,102412310,SIGMA HP UNI A/P SZ3 10MM RMLL,0,900,900,0,0,EA,1,6/5/2022,8/31/2024,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,102412311,102412311,SIGMA HP UNI A/P SZ3 11MM RMLL,0,900,900,0,0,EA,1,6/5/2022,8/31/2024,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,102412408,102412408,SIGMA HP UNI A/P SZ4 8MM RMLL,0,900,900,0,0,EA,1,6/5/2022,8/31/2024,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,102412409,102412409,SIGMA HP UNI A/P SZ4 9MM RMLL,0,900,900,0,0,EA,1,6/5/2022,8/31/2024,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,102412410,102412410,SIGMA HP UNI A/P SZ4 10MM RMLL,0,900,900,0,0,EA,1,6/5/2022,8/31/2024,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,102412411,102412411,SIGMA HP UNI A/P SZ4 11MM RMLL,0,900,900,0,0,EA,1,6/5/2022,8/31/2024,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,102412508,102412508,SIGMA HP UNI A/P SZ5 8MM RMLL,0,900,900,0,0,EA,1,6/5/2022,8/31/2024,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,102412509,102412509,SIGMA HP UNI A/P SZ5 9MM RMLL,0,900,900,0,0,EA,1,6/5/2022,8/31/2024,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,102412510,102412510,SIGMA HP UNI A/P SZ5 10MM RMLL,0,900,900,0,0,EA,1,6/5/2022,8/31/2024,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,102412511,102412511,SIGMA HP UNI A/P SZ5 11MM RMLL,0,900,900,0,0,EA,1,6/5/2022,8/31/2024,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,102412608,102412608,SIGMA HP UNI A/P SZ6 8MM RMLL,0,900,900,0,0,EA,1,6/5/2022,8/31/2024,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,102412609,102412609,SIGMA HP UNI A/P SZ6 9MM RMLL,0,900,900,0,0,EA,1,6/5/2022,8/31/2024,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,102412610,102412610,SIGMA HP UNI A/P SZ6 10MM RMLL,0,900,900,0,0,EA,1,6/5/2022,8/31/2024,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,102412611,102412611,SIGMA HP UNI A/P SZ6 11MM RMLL,0,900,900,0,0,EA,1,6/5/2022,8/31/2024,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,102451100,102451100,SIGMA HP UNI TIB TRAY SZ1 LMRL,0,869.4,869.4,0,0,EA,1,6/5/2022,8/31/2024,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,102451200,102451200,SIGMA HP UNI TIB TRAY SZ2 LMRL,0,869.4,869.4,0,0,EA,1,6/5/2022,8/31/2024,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,102451300,102451300,SIGMA HP UNI TIB TRAY SZ3 LMRL,0,869.4,869.4,0,0,EA,1,6/5/2022,8/31/2024,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,102451400,102451400,SIGMA HP UNI TIB TRAY SZ4 LMRL,0,869.4,869.4,0,0,EA,1,6/5/2022,8/31/2024,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,102451500,102451500,SIGMA HP UNI TIB TRAY SZ5 LMRL,0,869.4,869.4,0,0,EA,1,6/5/2022,8/31/2024,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,102451600,102451600,SIGMA HP UNI TIB TRAY SZ6 LMRL,0,869.4,869.4,0,0,EA,1,6/5/2022,8/31/2024,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,102452100,102452100,SIGMA HP UNI TIB TRAY SZ1 RMLL,0,869.4,869.4,0,0,EA,1,6/5/2022,8/31/2024,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,102452200,102452200,SIGMA HP UNI TIB TRAY SZ2 RMLL,0,869.4,869.4,0,0,EA,1,6/5/2022,8/31/2024,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,102452300,102452300,SIGMA HP UNI TIB TRAY SZ3 RMLL,0,869.4,869.4,0,0,EA,1,6/5/2022,8/31/2024,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,102452400,102452400,SIGMA HP UNI TIB TRAY SZ4 RMLL,0,869.4,869.4,0,0,EA,1,6/5/2022,8/31/2024,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,102452500,102452500,SIGMA HP UNI TIB TRAY SZ5 RMLL,0,869.4,869.4,0,0,EA,1,6/5/2022,8/31/2024,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,102452600,102452600,SIGMA HP UNI TIB TRAY SZ6 RMLL,0,869.4,869.4,0,0,EA,1,6/5/2022,8/31/2024,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,102453107,102453107,SIGMA HP UNI INS SZ1 7MM LM/RL,0,521.7,521.7,0,0,EA,1,6/5/2022,8/31/2024,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,102453108,102453108,SIGMA HP UNI INS SZ1 8MM LM/RL,0,521.7,521.7,0,0,EA,1,6/5/2022,8/31/2024,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,102453109,102453109,SIGMA HP UNI INS SZ1 9MM LM/RL,0,521.7,521.7,0,0,EA,1,6/5/2022,8/31/2024,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,102453110,102453110,SIGMA HP UNI INS SZ1 10MM LMRL,0,521.7,521.7,0,0,EA,1,6/5/2022,8/31/2024,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,102453111,102453111,SIGMA HP UNI INS SZ1 11MM LMRL,0,521.7,521.7,0,0,EA,1,6/5/2022,8/31/2024,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,102453207,102453207,SIGMA HP UNI INS SZ2 7MM LM/RL,0,521.7,521.7,0,0,EA,1,6/5/2022,8/31/2024,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,102453208,102453208,SIGMA HP UNI INS SZ2 8MM LM/RL,0,521.7,521.7,0,0,EA,1,6/5/2022,8/31/2024,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,102453209,102453209,SIGMA HP UNI INS SZ2 9MM LM/RL,0,521.7,521.7,0,0,EA,1,6/5/2022,8/31/2024,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,102453210,102453210,SIGMA HP UNI INS SZ2 10MM LMRL,0,521.7,521.7,0,0,EA,1,6/5/2022,8/31/2024,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,102453211,102453211,SIGMA HP UNI INS SZ2 11MM LMRL,0,521.7,521.7,0,0,EA,1,6/5/2022,8/31/2024,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,102453307,102453307,SIGMA HP UNI INS SZ3 7MM LM/RL,0,521.7,521.7,0,0,EA,1,6/5/2022,8/31/2024,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,102453308,102453308,SIGMA HP UNI INS SZ3 8MM LM/RL,0,521.7,521.7,0,0,EA,1,6/5/2022,8/31/2024,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,102453309,102453309,SIGMA HP UNI INS SZ3 9MM LM/RL,0,521.7,521.7,0,0,EA,1,6/5/2022,8/31/2024,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,102453310,102453310,SIGMA HP UNI INS SZ3 10MM LMRL,0,521.7,521.7,0,0,EA,1,6/5/2022,8/31/2024,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,102453311,102453311,SIGMA HP UNI INS SZ3 11MM LMRL,0,521.7,521.7,0,0,EA,1,6/5/2022,8/31/2024,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,102453407,102453407,SIGMA HP UNI INS SZ4 7MM LM/RL,0,521.7,521.7,0,0,EA,1,6/5/2022,8/31/2024,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,102453408,102453408,SIGMA HP UNI INS SZ4 8MM LM/RL,0,521.7,521.7,0,0,EA,1,6/5/2022,8/31/2024,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,102453409,102453409,SIGMA HP UNI INS SZ4 9MM LM/RL,0,521.7,521.7,0,0,EA,1,6/5/2022,8/31/2024,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,102453410,102453410,SIGMA HP UNI INS SZ4 10MM LMRL,0,521.7,521.7,0,0,EA,1,6/5/2022,8/31/2024,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,102453411,102453411,SIGMA HP UNI INS SZ4 11MM LMRL,0,521.7,521.7,0,0,EA,1,6/5/2022,8/31/2024,No
