Hospital,Manufacturer,Division,EDI,Manufacturer Catalog Number,Product Description,List price,Prior price,Contracted price,Cap construct price,Provisional price,Unitof measure,UOM quantity,StartDate,EndDate,Use provisional price
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.001.224S,7MM TI CANNULATED HUMERAL NAIL-EX/220MM-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.001.226S,7MM TI CANNULATED HUMERAL NAIL-EX/230MM-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.001.228S,7MM TI CANNULATED HUMERAL NAIL-EX/240MM-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.001.230S,7MM TI CANNULATED HUMERAL NAIL-EX/250MM-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.001.232S,7MM TI CANNULATED HUMERAL NAIL-EX/260MM-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.001.234S,7MM TI CANNULATED HUMERAL NAIL-EX/270MM-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.001.236S,7MM TI CANNULATED HUMERAL NAIL-EX/280MM-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.001.238S,7MM TI CANNULATED HUMERAL NAIL-EX/290MM-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.001.240S,7MM TI CANNULATED HUMERAL NAIL-EX/300MM-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.001.242S,7MM TI CANNULATED HUMERAL NAIL-EX/310MM-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.001.244S,7MM TI CANNULATED HUMERAL NAIL-EX/320MM-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.001.410S,9MM TI CANNULATED PROXIMAL HUMERAL NAIL-EX/150MM-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.001.418S,9MM TI CANNULATED HUMERAL NAIL-EX/190MM-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.001.420S,9MM TI CANNULATED HUMERAL NAIL-EX/200MM-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.001.422S,9MM TI CANNULATED HUMERAL NAIL-EX/210MM-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.001.424S,9MM TI CANNULATED HUMERAL NAIL-EX/220MM-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.001.426S,9MM TI CANNULATED HUMERAL NAIL-EX/230MM-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.001.428S,9MM TI CANNULATED HUMERAL NAIL-EX/240MM-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.001.430S,9MM TI CANNULATED HUMERAL NAIL-EX/250MM-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.001.432S,9MM TI CANNULATED HUMERAL NAIL-EX/260MM-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.001.434S,9MM TI CANNULATED HUMERAL NAIL-EX/270MM-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.001.436S,9MM TI CANNULATED HUMERAL NAIL-EX/280MM-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.001.438S,9MM TI CANNULATED HUMERAL NAIL-EX/290MM-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.001.440S,9MM TI CANNULATED HUMERAL NAIL-EX/300MM-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.001.442S,9MM TI CANNULATED HUMERAL NAIL-EX/310MM-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.001.444S,9MM TI CANNULATED HUMERAL NAIL-EX/320MM-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.001.610S,11MM TI CANNULATED PROXIMAL HUMERAL NAIL-EX/150MM-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.001.618S,11MM TI CANNULATED HUMERAL NAIL-EX/190MM-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.001.620S,11MM TI CANNULATED HUMERAL NAIL-EX/200MM-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.001.622S,11MM TI CANNULATED HUMERAL NAIL-EX/210MM-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.001.624S,11MM TI CANNULATED HUMERAL NAIL-EX/220MM-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.001.626S,11MM TI CANNULATED HUMERAL NAIL-EX/230MM-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.001.628S,11MM TI CANNULATED HUMERAL NAIL-EX/240MM-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.001.630S,11MM TI CANNULATED HUMERAL NAIL-EX/250MM-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.001.632S,11MM TI CANNULATED HUMERAL NAIL-EX/260MM-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.001.634S,11MM TI CANNULATED HUMERAL NAIL-EX/270MM-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.001.636S,11MM TI CANNULATED HUMERAL NAIL-EX/280MM-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.001.638S,11MM TI CANNULATED HUMERAL NAIL-EX/290MM-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.001.640S,11MM TI CANNULATED HUMERAL NAIL-EX/300MM-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.001.642S,11MM TI CANNULATED HUMERAL NAIL-EX/310MM-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.001.644S,11MM TI CANNULATED HUMERAL NAIL-EX/320MM-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.000,TI END CAP T40 STARDRIVE 0MM EXT FOR FEMORAL NAILS-EX,0,146.15,146.15,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.000S,TI END CAP T40 STRDRV 0MM EXT STERILE FOR FEMORAL NAILS-EX,0,190.34,190.34,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.001,12MM TI END CAP T40 STARDRIVE 5MM EXT FOR FEMORAL NAILS-EX,0,146.15,146.15,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.001S,12MM TI END CAP T40 STARDRIVE 5MM EXT-STER/FEMORAL NAILS-EX,0,190.34,190.34,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.002,12MM TI END CAP T40 STARDRIVE 10MM EXT FOR FEMORAL NAILS-EX,0,146.15,146.15,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.002S,12MM TI END CAP T40 STARDRIVE 10MM EXT-STER/FEMORAL NAILS-EX,0,190.34,190.34,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.003,12MM TI END CAP T40 STARDRIVE 15MM EXT FOR FEMORAL NAILS-EX,0,146.15,146.15,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.003S,12MM TI END CAP T40 STARDRIVE 15MM EXT-STER/FEMORAL NAILS-EX,0,190.34,190.34,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.004,12MM TI END CAP T40 STARDRIVE 20MM EXT FOR FEMORAL NAILS-EX,0,146.15,146.15,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.004S,12MM TI END CAP T40 STARDRIVE 20MM EXT-STER/FEMORAL NAILS-EX,0,190.34,190.34,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.006,16MM TI END CAP T40 STARDRIVE 5MM EXT FOR FEMORAL NAILS-EX,0,146.15,146.15,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.006S,16MM TI END CAP T40 STARDRIVE 5MM EXT-STER/FEMORAL NAILS-EX,0,190.34,190.34,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.007,16MM TI END CAP T40 STARDRIVE 10MM EXT FOR FEMORAL NAILS-EX,0,146.15,146.15,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.007S,16MM TI END CAP T40 STARDRIVE 10MM EXT-STER/FEMORAL NAILS-EX,0,190.34,190.34,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.008,16MM TI END CAP T40 STARDRIVE 15MM EXT FOR FEMORAL NAILS-EX,0,146.15,146.15,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.008S,16MM TI END CAP T40 STARDRIVE 15MM EXT-STER/FEMORAL NAILS-EX,0,190.34,190.34,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.009,16MM TI END CAP T40 STARDRIVE 20MM EXT FOR FEMORAL NAILS-EX,0,146.15,146.15,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.009S,16MM TI END CAP T40 STARDRIVE 20MM EXT-STER/FEMORAL NAILS-EX,0,190.34,190.34,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.022,6.5MM TI RECON SCREW WITH T25 STARDRIVE 60MM,0,164.97,164.97,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.022S,6.5MM TI RECON SCREW WITH T25 STARDRIVE 60MM-STERILE,0,208.82,208.82,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.023,6.5MM TI RECON SCREW WITH T25 STARDRIVE 65MM,0,164.97,164.97,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.023S,6.5MM TI RECON SCREW WITH T25 STARDRIVE 65MM-STERILE,0,208.82,208.82,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.024,6.5MM TI RECON SCREW WITH T25 STARDRIVE 70MM,0,164.97,164.97,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.024S,6.5MM TI RECON SCREW WITH T25 STARDRIVE 70MM-STERILE,0,208.82,208.82,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.025,6.5MM TI RECON SCREW WITH T25 STARDRIVE 75MM,0,164.97,164.97,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.025S,6.5MM TI RECON SCREW WITH T25 STARDRIVE 75MM-STERILE,0,208.82,208.82,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.026,6.5MM TI RECON SCREW WITH T25 STARDRIVE 80MM,0,164.97,164.97,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.026S,6.5MM TI RECON SCREW WITH T25 STARDRIVE 80MM-STERILE,0,208.82,208.82,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.027,6.5MM TI RECON SCREW WITH T25 STARDRIVE 85MM,0,164.97,164.97,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.027S,6.5MM TI RECON SCREW WITH T25 STARDRIVE 85MM-STERILE,0,208.82,208.82,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.028,6.5MM TI RECON SCREW WITH T25 STARDRIVE 90MM,0,164.97,164.97,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.028S,6.5MM TI RECON SCREW WITH T25 STARDRIVE 90MM-STERILE,0,208.82,208.82,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.029,6.5MM TI RECON SCREW WITH T25 STARDRIVE 95MM,0,164.97,164.97,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.029S,6.5MM TI RECON SCREW WITH T25 STARDRIVE 95MM-STERILE,0,208.82,208.82,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.030,6.5MM TI RECON SCREW WITH T25 STARDRIVE 100MM,0,164.97,164.97,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.030S,6.5MM TI RECON SCREW WITH T25 STARDRIVE 100MM-STERILE,0,208.82,208.82,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.031,6.5MM TI RECON SCREW WITH T25 STARDRIVE 105MM,0,164.97,164.97,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.031S,6.5MM TI RECON SCREW WITH T25 STARDRIVE 105MM-STERILE,0,208.82,208.82,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.032,6.5MM TI RECON SCREW WITH T25 STARDRIVE 110MM,0,164.97,164.97,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.032S,6.5MM TI RECON SCREW WITH T25 STARDRIVE 110MM-STERILE,0,208.82,208.82,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.033,6.5MM TI RECON SCREW WITH T25 STARDRIVE 115MM,0,164.97,164.97,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.033S,6.5MM TI RECON SCREW WITH T25 STARDRIVE 115MM-STERILE,0,208.82,208.82,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.034,6.5MM TI RECON SCREW WITH T25 STARDRIVE 120MM,0,164.97,164.97,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.034S,6.5MM TI RECON SCREW WITH T25 STARDRIVE 120MM-STERILE,0,208.82,208.82,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.035,6.5MM TI RECON SCREW WITH T25 STARDRIVE 125MM,0,164.97,164.97,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.035S,6.5MM TI RECON SCREW WITH T25 STARDRIVE 125MM-STERILE,0,208.82,208.82,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.036,6.5MM TI RECON SCREW WITH T25 STARDRIVE 130MM,0,164.97,164.97,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.036S,6.5MM TI RECON SCREW WITH T25 STARDRIVE 130MM-STERILE,0,208.82,208.82,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.240S,9MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/300MM/RT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.241S,9MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/300MM/LT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.244S,9MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/320MM/RT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.245S,9MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/320MM/LT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.248S,9MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/340MM/RT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.249S,9MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/340MM/LT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.252S,9MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/360MM/RT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.253S,9MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/360MM/LT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.256S,9MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/380MM/RT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.257S,9MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/380MM/LT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.260S,9MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/400MM/RT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.261S,9MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/400MM/LT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.264S,9MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/420MM/RT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.265S,9MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/420MM/LT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.268S,9MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/440MM/RT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.269S,9MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/440MM/LT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.272S,9MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/460MM/RT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.273S,9MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/460MM/LT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.276S,9MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/480MM/RT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.277S,9MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/480MM/LT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.340S,10MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/300MM/RT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.341S,10MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/300MM/LT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.344S,10MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/320MM/RT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.345S,10MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/320MM/LT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.348S,10MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/340MM/RT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.349S,10MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/340MM/LT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.352S,10MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/360MM/RT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.353S,10MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/360MM/LT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.356S,10MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/380MM/RT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.357S,10MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/380MM/LT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.360S,10MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/400MM/RT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.361S,10MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/400MM/LT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.364S,10MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/420MM/RT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.365S,10MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/420MM/LT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.368S,10MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/440MM/RT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.369S,10MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/440MM/LT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.372S,10MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/460MM/RT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.373S,10MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/460MM/LT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.376S,10MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/480MM/RT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.377S,10MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/480MM/LT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.440S,11MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/300MM/RT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.441S,11MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/300MM/LT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.444S,11MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/320MM/RT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.445S,11MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/320MM/LT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.448S,11MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/340MM/RT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.449S,11MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/340MM/LT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.452S,11MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/360MM/RT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.453S,11MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/360MM/LT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.456S,11MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/380MM/RT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.457S,11MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/380MM/LT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.460S,11MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/400MM/RT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.461S,11MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/400MM/LT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.464S,11MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/420MM/RT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.465S,11MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/420MM/LT-STERILE,0,1,,,,,,,,
